customer_id,gender,age,senior_citizen,married,tenure_in_months,contract,payment_method,monthly_charge,total_charges,satisfaction_score,churn_label
1848-LBZHY,Female,19,No,Yes,7,Month-to-Month,Bank Withdrawal,50.3,355.1,3,No
8118-TJAFG,Male,33,No,Yes,9,Month-to-Month,Bank Withdrawal,101.5,906.85,3,No
5429-LWCMV,Female,52,No,No,12,Month-to-Month,Bank Withdrawal,89.15,1057.55,5,No
7298-IZWLY,Female,43,No,No,1,Month-to-Month,Credit Card,19.4,19.4,4,No
3955-JBZZM,Male,45,No,No,20,Month-to-Month,Bank Withdrawal,78.8,1641.3,3,No
4815-TUMEQ,Female,25,No,No,10,One Year,Credit Card,19.3,185.2,4,No
9909-IDLEK,Male,32,No,Yes,20,Month-to-Month,Credit Card,96.8,1826.7,4,No
4092-OFQZS,Male,27,No,Yes,20,One Year,Credit Card,20.65,417.5,3,No
1561-BWHIN,Male,33,No,Yes,19,One Year,Credit Card,19.8,344.5,5,No
9927-DSWDF,Male,53,No,Yes,22,Month-to-Month,Bank Withdrawal,104.6,2180.55,3,No
9500-LTVBP,Female,63,No,No,35,Month-to-Month,Credit Card,80.05,2835.9,5,No
7252-NTGSS,Female,43,No,No,1,Month-to-Month,Credit Card,45.15,45.15,3,No
8149-AIQCG,Male,43,No,No,39,Month-to-Month,Credit Card,73.15,2730.85,5,No
0899-WZRSD,Male,31,No,No,56,Month-to-Month,Credit Card,105.35,5794.45,3,No
3255-GRXMG,Male,58,No,No,18,Month-to-Month,Credit Card,45.65,747.2,5,No
4828-FAZPK,Female,30,No,Yes,16,Month-to-Month,Credit Card,79.95,1267.95,4,No
6094-ZIVKX,Female,45,No,No,68,One Year,Credit Card,54.45,3674.95,4,No
3262-EIDHV,Female,46,No,Yes,72,Two Year,Credit Card,84.7,5893.9,4,No
7354-OIJLX,Male,52,No,No,9,Month-to-Month,Bank Withdrawal,75.85,724.65,5,No
1376-HHBDV,Female,37,No,No,30,Month-to-Month,Credit Card,48.8,1536.75,3,No
6133-OZILE,Female,45,No,No,18,Month-to-Month,Bank Withdrawal,35.2,607.3,3,No
7191-ADRGF,Male,63,No,Yes,44,Two Year,Bank Withdrawal,54.3,2390.45,3,No
5018-LXQQG,Female,47,No,Yes,30,Month-to-Month,Bank Withdrawal,66.3,1923.5,3,No
6892-BOGQE,Female,44,No,Yes,71,Two Year,Bank Withdrawal,20.9,1493.2,4,No
1746-TGTWV,Male,32,No,Yes,1,Month-to-Month,Credit Card,75.35,75.35,5,No
8050-WYBND,Female,55,No,No,22,One Year,Credit Card,49.45,1031.4,3,No
2821-WARNZ,Female,25,No,No,49,One Year,Credit Card,19.45,921.3,5,No
4879-GZLFH,Female,33,No,Yes,42,Month-to-Month,Bank Withdrawal,92.15,3875.4,5,No
8314-HTWVE,Female,38,No,Yes,7,Two Year,Credit Card,19.85,144.15,3,No
9402-ROUMJ,Female,52,No,Yes,67,One Year,Bank Withdrawal,100.25,6689.0,3,No
2507-QZPQS,Male,24,No,No,15,Month-to-Month,Bank Withdrawal,95.7,1451.1,5,No
7159-NOKYQ,Male,42,No,Yes,67,Two Year,Bank Withdrawal,93.15,6368.2,4,No
5707-ZMDJP,Male,61,No,Yes,53,Two Year,Credit Card,69.7,3729.6,4,No
8779-YIQQA,Male,38,No,Yes,21,One Year,Credit Card,19.8,350.1,3,No
7136-IHZJA,Female,30,No,Yes,40,Month-to-Month,Credit Card,71.35,2847.2,4,No
8966-OIQHG,Female,49,No,Yes,22,One Year,Bank Withdrawal,20.75,452.35,4,No
7074-STDCN,Male,25,No,No,39,Month-to-Month,Bank Withdrawal,40.6,1494.5,5,No
8739-QOTTN,Female,35,No,Yes,2,Month-to-Month,Credit Card,20.35,41.85,4,No
1399-OUPJN,Female,43,No,Yes,57,Two Year,Bank Withdrawal,19.75,1272.05,5,No
0277-BKSQP,Male,49,No,Yes,8,Month-to-Month,Bank Withdrawal,54.4,475.1,4,No
5774-XZTQC,Female,30,No,Yes,7,Month-to-Month,Credit Card,20.45,150.75,4,No
2676-SSLTO,Male,49,No,No,49,Two Year,Bank Withdrawal,66.15,3199.0,3,No
6266-QHOJZ,Female,47,No,No,65,One Year,Bank Withdrawal,89.85,5844.65,3,No
7269-JISCY,Female,48,No,No,55,One Year,Bank Withdrawal,45.05,2462.6,3,No
0363-SVHYR,Male,28,No,Yes,71,Two Year,Bank Withdrawal,86.85,6263.8,4,No
8547-NSBBO,Male,62,No,No,35,Month-to-Month,Credit Card,96.75,3403.4,3,No
6591-QGOYB,Male,29,No,No,17,Month-to-Month,Bank Withdrawal,106.65,1672.1,3,No
9070-BCKQP,Female,20,No,Yes,72,Two Year,Credit Card,110.15,7881.2,3,No
6421-SZVEM,Female,30,No,Yes,28,One Year,Bank Withdrawal,82.85,2320.8,3,No
1328-EUZHC,Female,59,No,Yes,18,Two Year,Credit Card,20.1,370.5,4,No
8878-RYUKI,Female,30,No,No,52,Month-to-Month,Bank Withdrawal,59.45,3043.7,3,No
9633-DENPU,Female,53,No,Yes,47,Month-to-Month,Bank Withdrawal,58.6,2723.4,4,No
7811-JIVPF,Female,44,No,No,23,Month-to-Month,Credit Card,49.7,1081.25,5,No
7113-HIPFI,Male,59,No,Yes,66,Two Year,Credit Card,65.85,4097.05,3,No
8541-QVFKM,Female,22,No,No,8,Month-to-Month,Bank Withdrawal,73.5,632.2,3,No
9258-CNWAC,Female,23,No,Yes,71,Two Year,Credit Card,113.65,8166.8,4,No
6374-AFWOX,Male,23,No,Yes,46,Two Year,Credit Card,65.65,3047.15,4,No
5317-FLPJF,Female,25,No,No,66,Two Year,Bank Withdrawal,61.35,4193.4,3,No
7621-VPNET,Female,60,No,Yes,42,Month-to-Month,Credit Card,85.9,3729.75,3,No
6034-YMTOB,Female,62,No,No,5,Month-to-Month,Credit Card,75.65,399.45,5,No
4903-CNOZC,Male,25,No,No,29,One Year,Credit Card,70.9,1964.6,4,No
4353-HYOJD,Female,37,No,Yes,27,Month-to-Month,Credit Card,49.85,1336.15,3,No
7267-FRMJW,Female,25,No,Yes,25,Two Year,Credit Card,20.1,486.05,3,No
4188-FRABG,Male,36,No,Yes,57,Month-to-Month,Bank Withdrawal,103.05,5925.75,4,No
0620-DLSLK,Female,47,No,No,13,Month-to-Month,Credit Card,81.9,1028.9,3,No
3850-OKINF,Male,42,No,Yes,71,One Year,Bank Withdrawal,66.2,4692.55,3,No
1156-ZFYDO,Female,57,No,No,1,Month-to-Month,Bank Withdrawal,19.75,19.75,3,No
5549-ZGHFB,Male,33,No,Yes,50,Two Year,Credit Card,24.95,1261.45,5,No
7577-SWIFR,Male,49,No,No,1,Month-to-Month,Bank Withdrawal,89.25,89.25,5,No
0303-WMMRN,Male,32,No,No,5,Month-to-Month,Credit Card,19.25,86.05,3,No
6408-OTUBZ,Female,44,No,No,66,One Year,Bank Withdrawal,104.55,6779.05,3,No
5204-HMGYF,Female,32,No,Yes,49,One Year,Credit Card,87.2,4345.0,3,No
3727-OVPRY,Male,32,No,Yes,66,One Year,Credit Card,25.7,1714.55,4,No
3797-FKOGQ,Male,31,No,No,11,Month-to-Month,Bank Withdrawal,86.2,893.2,5,No
7622-NXQZR,Male,29,No,No,28,Month-to-Month,Credit Card,30.1,810.85,4,No
6196-HBOBZ,Male,31,No,Yes,65,Two Year,Bank Withdrawal,99.35,6347.55,4,No
3970-XGJDU,Female,45,No,No,62,Two Year,Credit Card,19.2,1123.65,4,No
7017-VFULY,Female,38,No,Yes,2,Month-to-Month,Bank Withdrawal,20.1,43.15,3,No
5562-YJQGT,Female,57,No,No,2,Month-to-Month,Credit Card,20.35,35.1,5,No
8807-OPMBM,Female,36,No,Yes,55,Two Year,Credit Card,25.65,1388.0,5,No
8294-UIMBA,Female,64,No,No,30,One Year,Bank Withdrawal,94.4,2638.1,5,No
8109-YUOHE,Male,58,No,No,17,One Year,Credit Card,56.1,946.95,3,No
5840-NVDCG,Female,32,No,Yes,16,Two Year,Bank Withdrawal,68.25,1114.85,3,No
8092-NLTGF,Male,25,No,No,72,Two Year,Bank Withdrawal,24.75,1777.6,5,No
5928-QLDHB,Male,48,No,No,9,Month-to-Month,Bank Withdrawal,76.25,684.85,5,No
9840-EFJQB,Female,43,No,No,1,Month-to-Month,Bank Withdrawal,74.35,74.35,4,No
0696-UKTOX,Male,64,No,No,23,Month-to-Month,Bank Withdrawal,54.15,1312.45,4,No
4801-KFYKL,Male,28,No,No,8,Month-to-Month,Bank Withdrawal,19.45,159.2,5,No
3472-OAOOR,Male,23,No,Yes,19,Month-to-Month,Credit Card,34.95,610.2,3,No
6135-OZQVA,Female,46,No,No,7,Month-to-Month,Bank Withdrawal,53.65,404.35,4,No
2252-JHJGE,Male,24,No,No,61,One Year,Bank Withdrawal,104.0,6363.45,3,No
4188-PCPIG,Female,32,No,Yes,57,Two Year,Credit Card,70.35,4124.65,3,No
7105-BENQF,Male,31,No,No,15,One Year,Credit Card,64.85,950.75,4,No
7721-DVEKZ,Female,42,No,No,1,Month-to-Month,Credit Card,19.65,19.65,3,No
3566-VVORZ,Female,39,No,Yes,12,Month-to-Month,Bank Withdrawal,45.9,505.95,3,No
9507-HSMMZ,Male,48,No,No,54,Two Year,Credit Card,20.0,1149.65,3,No
2480-SQIOB,Male,40,No,Yes,4,Month-to-Month,Bank Withdrawal,44.8,169.65,5,No
7813-TKCVO,Female,23,No,Yes,20,One Year,Credit Card,20.35,393.15,3,No
0128-MKWSG,Female,51,No,No,26,Month-to-Month,Credit Card,45.8,1147.0,4,No
4350-ZTLPI,Female,36,No,Yes,53,One Year,Bank Withdrawal,108.95,5718.2,4,No
0361-HJRDX,Female,38,No,No,68,Two Year,Credit Card,64.35,4539.6,3,No
5727-MYATE,Male,64,No,Yes,72,Two Year,Credit Card,90.8,6397.6,4,No
3823-KYNQY,Male,61,No,No,12,One Year,Credit Card,24.95,280.4,5,No
7570-WELNY,Female,52,No,Yes,68,Two Year,Bank Withdrawal,84.7,5711.05,3,No
3021-VLNRJ,Female,25,No,No,50,One Year,Credit Card,70.8,3478.15,4,No
6907-FLBER,Male,62,No,No,1,Month-to-Month,Bank Withdrawal,54.3,54.3,5,No
5982-PSMKW,Female,20,No,Yes,23,Two Year,Credit Card,91.1,2198.3,4,No
3507-GASNP,Male,49,No,No,60,Two Year,Credit Card,19.95,1189.9,3,No
7096-ZNBZI,Female,21,No,Yes,72,Two Year,Credit Card,26.45,1914.5,4,No
1676-MQAOA,Male,32,No,No,72,Two Year,Bank Withdrawal,75.1,5336.35,3,No
7566-DSRLQ,Female,54,No,Yes,72,Two Year,Bank Withdrawal,110.15,7998.8,4,No
7245-JMTTQ,Female,19,No,No,51,One Year,Bank Withdrawal,111.5,5703.25,4,No
6050-IJRHS,Female,47,No,Yes,70,One Year,Bank Withdrawal,106.5,7397.0,5,No
6202-JVYEU,Male,28,No,No,9,One Year,Bank Withdrawal,19.9,164.6,4,No
8591-TKMZH,Male,40,No,Yes,59,Two Year,Credit Card,111.1,6555.2,4,No
0734-OXWBT,Male,44,No,No,3,Month-to-Month,Credit Card,70.7,225.65,3,No
0365-TRTPY,Female,52,No,No,37,Month-to-Month,Bank Withdrawal,91.2,3382.3,3,No
7349-ALMUX,Male,35,No,No,37,Two Year,Bank Withdrawal,65.6,2313.8,4,No
6502-KUGLL,Female,29,No,Yes,14,Month-to-Month,Bank Withdrawal,59.45,780.85,3,No
1841-YSJGV,Male,58,No,Yes,72,Two Year,Credit Card,109.95,7852.4,4,No
3511-BFTJW,Male,25,No,Yes,72,Two Year,Credit Card,38.5,2763.0,4,No
5018-HEKFO,Female,51,No,No,10,Month-to-Month,Credit Card,24.5,270.15,3,No
2923-ARZLG,Male,38,No,Yes,10,One Year,Credit Card,19.7,197.54,5,No
3976-NLDEZ,Male,55,No,No,1,Month-to-Month,Credit Card,20.6,20.6,3,No
2282-YGNOR,Female,42,No,No,29,One Year,Credit Card,58.0,1734.5,3,No
6854-EXGSF,Female,37,No,No,8,Month-to-Month,Bank Withdrawal,65.5,573.15,3,No
1241-EZFMJ,Male,48,No,Yes,61,Two Year,Bank Withdrawal,25.45,1538.6,4,No
5376-PCKNB,Male,35,No,Yes,72,One Year,Credit Card,104.45,7459.0,5,No
8044-BGWPI,Male,50,No,Yes,12,Month-to-Month,Bank Withdrawal,21.15,306.05,4,No
4060-LDNLU,Male,22,No,No,7,Month-to-Month,Bank Withdrawal,96.2,639.7,5,No
3589-PPVKW,Male,19,No,No,9,Month-to-Month,Credit Card,44.4,348.15,4,No
5887-IKKYO,Male,54,No,Yes,58,Two Year,Bank Withdrawal,94.35,5563.65,4,No
1755-RMCXH,Male,37,No,Yes,2,Month-to-Month,Credit Card,20.3,40.25,4,No
3858-XHYJO,Female,24,No,Yes,40,One Year,Bank Withdrawal,105.75,4228.55,4,No
4299-SIMNS,Male,43,No,No,9,Month-to-Month,Bank Withdrawal,81.15,784.45,4,No
7025-IWFHT,Male,62,No,No,41,One Year,Bank Withdrawal,89.55,3729.75,3,No
6261-LHRTG,Female,27,No,No,26,Month-to-Month,Credit Card,54.75,1406.9,4,No
7841-FCRQD,Female,27,No,Yes,33,One Year,Credit Card,53.75,1857.3,3,No
2056-EVGZL,Male,56,No,Yes,68,One Year,Credit Card,105.75,7322.5,3,No
7753-USQYQ,Male,47,No,No,55,One Year,Bank Withdrawal,64.2,3627.3,3,No
7661-CPURM,Male,49,No,No,19,One Year,Credit Card,87.7,1725.95,3,No
6233-HXJMX,Female,42,No,No,45,Month-to-Month,Credit Card,89.3,4192.15,3,No
5902-WBLSE,Female,32,No,Yes,70,Two Year,Credit Card,20.15,1411.2,3,No
3239-TPHPZ,Female,60,No,Yes,12,Two Year,Bank Withdrawal,20.05,264.55,4,No
5115-GZDEL,Male,20,No,No,72,Two Year,Credit Card,67.2,4671.7,3,No
3338-CVVEH,Male,38,No,No,12,Month-to-Month,Bank Withdrawal,94.55,1173.55,5,No
4393-GEADV,Male,54,No,Yes,70,Two Year,Credit Card,114.75,7842.3,3,No
8486-AYEQH,Female,30,No,No,31,Month-to-Month,Bank Withdrawal,76.05,2227.8,5,No
2495-KZNFB,Female,26,No,No,33,Month-to-Month,Bank Withdrawal,90.65,2989.6,4,No
4560-WQAQW,Female,62,No,No,59,One Year,Bank Withdrawal,68.7,4070.95,3,No
4274-DRSQT,Female,33,No,No,66,One Year,Bank Withdrawal,88.9,6000.1,5,No
2027-DNKIV,Male,28,No,Yes,37,One Year,Credit Card,58.75,2203.1,4,No
2885-HIJDH,Male,47,No,Yes,69,Two Year,Bank Withdrawal,86.9,6194.1,3,No
5424-RLQLC,Male,36,No,No,10,Month-to-Month,Credit Card,59.65,638.95,3,No
6507-DTJZV,Male,50,No,No,13,Month-to-Month,Credit Card,66.4,831.75,5,No
7673-BQGKU,Female,64,No,Yes,69,Two Year,Bank Withdrawal,20.15,1337.5,4,No
2725-IWWBA,Male,52,No,Yes,46,One Year,Credit Card,56.9,2560.1,4,No
1061-PNTHC,Female,36,No,Yes,56,Month-to-Month,Credit Card,109.6,5953.0,3,No
0394-YONDK,Male,28,No,Yes,70,Two Year,Credit Card,25.15,1790.15,3,No
6574-MCOEH,Female,47,No,Yes,33,One Year,Bank Withdrawal,79.15,2531.4,5,No
7399-QHBJS,Female,56,No,Yes,72,Two Year,Credit Card,66.75,4760.3,3,No
0997-YTLNY,Female,59,No,No,19,Month-to-Month,Credit Card,48.8,953.65,3,No
9479-HYNYL,Female,48,No,Yes,71,Two Year,Credit Card,80.7,5705.05,5,No
9708-KFDBY,Male,29,No,No,1,Month-to-Month,Credit Card,20.55,20.55,4,No
3642-GKTCT,Female,58,No,No,61,One Year,Credit Card,115.1,6993.65,4,No
0774-RMNUW,Female,44,No,Yes,71,Two Year,Bank Withdrawal,59.7,4122.65,4,No
1334-PDUKM,Female,48,No,Yes,68,One Year,Credit Card,86.45,5762.95,5,No
0756-MPZRL,Male,35,No,No,46,One Year,Credit Card,33.7,1537.85,3,No
2242-MFOTG,Male,29,No,No,33,One Year,Bank Withdrawal,80.1,2603.3,4,No
2927-CVULT,Female,64,No,Yes,53,Two Year,Bank Withdrawal,104.05,5566.4,3,No
8745-PVESG,Female,44,No,No,57,One Year,Credit Card,41.1,2258.25,4,No
7647-GYYKX,Female,48,No,Yes,54,Two Year,Bank Withdrawal,20.35,1092.35,3,No
9700-ISPUP,Female,59,No,Yes,10,Month-to-Month,Bank Withdrawal,65.5,616.9,5,No
9839-ETQOE,Male,41,No,No,43,Month-to-Month,Bank Withdrawal,40.45,1912.85,3,No
9027-TMATR,Female,42,No,Yes,43,Two Year,Bank Withdrawal,78.8,3460.3,4,No
1941-HOSAM,Male,20,No,Yes,1,Month-to-Month,Bank Withdrawal,90.1,90.1,3,No
9110-HSGTV,Female,46,No,No,69,Two Year,Credit Card,82.45,5555.3,3,No
0704-VCUMB,Female,64,No,Yes,61,Two Year,Credit Card,20.25,1278.8,3,No
6171-ZTVYB,Male,42,No,Yes,43,Month-to-Month,Bank Withdrawal,66.25,2907.35,3,No
1935-IMVBB,Male,43,No,Yes,56,Month-to-Month,Credit Card,89.7,4952.95,4,No
2535-PBCGC,Female,21,No,Yes,70,Two Year,Bank Withdrawal,64.55,4504.9,3,No
1470-PSXNM,Male,27,No,Yes,49,One Year,Bank Withdrawal,93.65,4520.15,3,No
2498-XLDZR,Female,26,No,Yes,32,Two Year,Credit Card,73.6,2316.85,4,No
5338-YHWYT,Male,45,No,No,37,Two Year,Credit Card,61.45,2302.35,3,No
7718-UPSKJ,Female,59,No,Yes,69,One Year,Credit Card,106.4,7251.9,4,No
8731-WBBMB,Female,26,No,Yes,26,Month-to-Month,Bank Withdrawal,81.9,2078.55,4,No
1448-CYWKC,Female,61,No,Yes,58,One Year,Credit Card,105.2,6225.4,4,No
7901-IIDQV,Male,28,No,No,24,One Year,Bank Withdrawal,54.6,1242.25,3,No
2690-DVRVK,Male,27,No,Yes,5,One Year,Bank Withdrawal,20.55,99.45,3,No
1270-XKUCC,Female,24,No,Yes,30,Two Year,Credit Card,19.7,599.25,3,No
0334-ZFJSR,Female,41,No,Yes,55,One Year,Credit Card,66.05,3462.1,4,No
5583-EJXRD,Male,19,No,Yes,44,Two Year,Credit Card,54.05,2375.2,4,No
4565-EVZMJ,Female,55,No,No,47,One Year,Credit Card,58.9,2813.05,4,No
3327-YBAKM,Female,31,No,Yes,64,One Year,Credit Card,96.9,6314.35,3,No
9441-QHEVC,Male,61,No,No,1,Month-to-Month,Credit Card,19.1,19.1,4,No
6705-LNMDD,Male,38,No,No,20,Month-to-Month,Credit Card,50.0,1003.05,3,No
2580-ASVVY,Female,23,No,Yes,37,Two Year,Bank Withdrawal,45.4,1593.1,4,No
3370-GQEAL,Male,63,No,Yes,30,Month-to-Month,Bank Withdrawal,85.45,2509.95,3,No
5032-USPKF,Female,57,No,No,38,One Year,Bank Withdrawal,84.1,3187.65,3,No
4254-QPEDE,Female,22,No,Yes,52,Two Year,Credit Card,66.25,3330.1,4,No
6283-GITPX,Male,20,No,No,71,Two Year,Credit Card,76.9,5522.7,3,No
0771-CHWSK,Male,56,No,No,66,Two Year,Credit Card,74.6,4798.4,3,No
9788-HNGUT,Male,45,No,Yes,72,Two Year,Credit Card,116.95,8594.4,3,No
9495-REDIY,Male,56,No,No,25,One Year,Credit Card,40.65,970.55,3,No
5375-XLDOF,Male,24,No,Yes,69,Two Year,Bank Withdrawal,114.35,7665.8,4,No
1172-VIYBP,Male,54,No,Yes,53,Two Year,Bank Withdrawal,69.7,3686.05,3,No
6559-PDZLR,Male,26,No,No,26,Month-to-Month,Bank Withdrawal,98.65,2537.0,3,No
8992-OBVDG,Male,25,No,No,21,Month-to-Month,Credit Card,61.65,1393.6,4,No
4273-MBHYA,Female,38,No,No,1,Month-to-Month,Bank Withdrawal,89.35,89.35,3,No
4724-WXVWF,Male,28,No,No,48,Month-to-Month,Bank Withdrawal,95.4,4445.3,3,No
5701-GUXDC,Female,24,No,Yes,26,One Year,Credit Card,35.4,978.6,3,No
1460-UZPRJ,Male,39,No,Yes,60,Two Year,Credit Card,19.95,1258.15,4,No
6082-GLJIX,Male,50,No,No,18,Month-to-Month,Credit Card,19.25,331.35,5,No
2495-TTHBQ,Female,52,No,No,4,One Year,Credit Card,20.4,84.75,3,No
0485-ZBSLN,Male,52,No,Yes,65,Two Year,Credit Card,24.75,1715.1,5,No
3810-PJUHR,Male,63,No,Yes,70,Two Year,Credit Card,25.35,1715.15,3,No
0847-HGRML,Male,44,No,No,62,Two Year,Bank Withdrawal,20.0,1250.1,3,No
8232-CTLKO,Female,58,No,Yes,66,Two Year,Bank Withdrawal,59.75,3996.8,3,No
9227-YBAXE,Female,23,No,Yes,65,Two Year,Bank Withdrawal,82.5,5215.1,3,No
9860-LISIZ,Female,19,No,No,34,Month-to-Month,Credit Card,20.35,673.2,5,No
0112-QAWRZ,Male,49,No,Yes,16,Month-to-Month,Bank Withdrawal,90.8,1442.2,3,No
4043-MKDTV,Male,54,No,Yes,71,Two Year,Bank Withdrawal,105.25,7291.75,5,No
9229-RQABD,Male,45,No,No,18,One Year,Credit Card,23.75,424.5,4,No
8313-KTIHG,Male,54,No,No,4,Month-to-Month,Bank Withdrawal,61.3,249.4,3,No
5320-BRKGK,Female,28,No,Yes,58,Two Year,Credit Card,75.8,4415.75,3,No
6284-KMNUF,Female,33,No,Yes,56,One Year,Bank Withdrawal,98.0,5270.6,3,No
6229-UOLQL,Male,24,No,Yes,56,One Year,Credit Card,52.0,2884.9,3,No
3137-LUPIX,Female,58,No,No,4,Month-to-Month,Credit Card,64.4,253.0,4,No
6143-JQKEA,Male,34,No,No,10,Month-to-Month,Credit Card,45.8,436.2,3,No
8676-OOQEJ,Male,52,No,No,4,Month-to-Month,Bank Withdrawal,30.5,118.4,4,No
9701-CDXHR,Female,63,No,Yes,51,Month-to-Month,Credit Card,69.15,3649.6,4,No
8124-NZVGJ,Female,29,No,No,6,One Year,Credit Card,49.25,255.6,3,No
2162-FRZAA,Male,45,No,Yes,63,Two Year,Bank Withdrawal,39.35,2395.05,5,No
5118-MUEYH,Female,22,No,Yes,48,Month-to-Month,Credit Card,105.1,5083.55,3,No
5627-TVBPP,Female,44,No,No,35,One Year,Credit Card,20.1,644.5,4,No
3936-QQFLL,Male,58,No,No,2,Month-to-Month,Credit Card,19.75,39.3,4,No
2589-AYCRP,Female,63,No,No,50,One Year,Bank Withdrawal,19.75,989.05,4,No
4067-HLYQI,Female,43,No,No,33,Month-to-Month,Bank Withdrawal,70.4,2406.1,4,No
5124-EOGYE,Male,59,No,No,31,Two Year,Credit Card,20.45,638.55,3,No
5057-RKGLH,Female,22,No,Yes,9,Two Year,Credit Card,20.35,191.1,3,No
0292-WEGCH,Female,40,No,Yes,54,Month-to-Month,Bank Withdrawal,86.2,4524.05,3,No
8910-ICHIU,Female,27,No,No,46,One Year,Credit Card,95.65,4664.2,3,No
4097-YODCF,Male,35,No,No,34,One Year,Bank Withdrawal,103.8,3470.8,4,No
9715-WZCLW,Male,28,No,Yes,71,Two Year,Bank Withdrawal,97.2,6910.3,3,No
9786-YWNHU,Female,62,No,Yes,63,Two Year,Credit Card,63.55,4014.2,3,No
6407-GSJNL,Female,56,No,No,51,Two Year,Bank Withdrawal,24.95,1288.0,5,No
4049-ZPALD,Female,35,No,Yes,64,Two Year,Bank Withdrawal,99.0,6375.8,4,No
6833-JMZYP,Female,54,No,No,15,Month-to-Month,Credit Card,94.0,1505.45,3,No
1310-QRITU,Female,40,No,No,18,Month-to-Month,Bank Withdrawal,50.3,913.3,3,No
8961-QDZZJ,Female,35,No,Yes,57,One Year,Bank Withdrawal,95.0,5535.8,5,No
9715-SBVSU,Male,20,No,Yes,14,Two Year,Bank Withdrawal,61.4,815.55,4,No
7929-SKFGK,Male,23,No,Yes,70,Two Year,Credit Card,114.3,8244.3,4,No
2300-RQGOI,Female,33,No,No,38,Two Year,Credit Card,20.05,741.5,5,No
3563-SVYLG,Male,38,No,Yes,68,Two Year,Credit Card,62.65,4375.8,3,No
4998-IKFSE,Female,27,No,No,30,Month-to-Month,Bank Withdrawal,100.45,3096.9,5,No
8630-QSGXK,Male,39,No,Yes,51,Two Year,Bank Withdrawal,75.2,3901.25,3,No
2455-USLMV,Female,30,No,No,31,Month-to-Month,Credit Card,84.75,2613.4,3,No
9488-FVZCC,Female,35,No,Yes,72,Two Year,Bank Withdrawal,79.5,5661.7,3,No
5995-WWKKG,Female,62,No,No,37,One Year,Bank Withdrawal,19.8,695.05,5,No
7879-CGSFV,Male,19,No,No,55,One Year,Credit Card,100.9,5552.05,4,No
9921-EZKBY,Male,55,No,No,33,Month-to-Month,Bank Withdrawal,95.3,3275.15,4,No
7432-FFVAR,Female,23,No,Yes,46,One Year,Bank Withdrawal,90.95,4236.6,5,No
7246-ZGQDF,Female,63,No,No,1,Month-to-Month,Bank Withdrawal,54.5,54.5,3,No
4456-RHSNB,Female,43,No,Yes,19,Month-to-Month,Bank Withdrawal,49.6,962.9,3,No
2481-SBOYW,Female,62,No,No,61,Two Year,Credit Card,25.0,1498.35,4,No
7109-MFBYV,Male,28,No,No,26,Month-to-Month,Bank Withdrawal,45.45,1233.15,3,No
1833-TCXKK,Male,50,No,Yes,45,Month-to-Month,Bank Withdrawal,107.75,4882.8,5,No
1832-PEUTS,Male,23,No,Yes,62,Two Year,Credit Card,89.1,5411.65,4,No
8660-BUETV,Female,37,No,No,3,Month-to-Month,Credit Card,44.75,148.05,5,No
0580-PIQHM,Female,21,No,Yes,41,One Year,Bank Withdrawal,101.6,3930.55,3,No
5696-CEIQJ,Male,31,No,Yes,67,Two Year,Bank Withdrawal,103.15,6895.5,3,No
1696-HXOWK,Female,53,No,Yes,71,One Year,Credit Card,95.65,6856.95,3,No
3026-ATZYV,Female,32,No,Yes,37,One Year,Bank Withdrawal,75.1,2658.8,3,No
4012-YCFAI,Male,45,No,Yes,60,Two Year,Credit Card,61.35,3766.2,3,No
9970-QBCDA,Female,50,No,No,6,Month-to-Month,Credit Card,19.7,129.55,5,No
9496-IVVRP,Female,42,No,Yes,11,Month-to-Month,Bank Withdrawal,51.0,581.7,3,No
2657-VPXTA,Female,45,No,Yes,10,Month-to-Month,Bank Withdrawal,88.85,929.45,4,No
6551-VLJMV,Male,44,No,Yes,34,Two Year,Credit Card,20.05,679.0,3,No
1221-GHZEP,Female,45,No,No,62,Two Year,Credit Card,65.1,3846.75,3,No
9289-LBQVU,Male,24,No,Yes,64,One Year,Credit Card,70.15,4480.7,4,No
3458-IDMFK,Male,29,No,No,25,Two Year,Credit Card,20.75,499.4,3,No
6933-FHBZC,Female,30,No,No,26,One Year,Credit Card,56.05,1553.2,4,No
0221-NAUXK,Male,22,No,No,10,One Year,Bank Withdrawal,19.95,219.5,5,No
9770-KXGQU,Female,52,No,No,53,One Year,Credit Card,98.6,5311.85,3,No
6538-POCHL,Male,59,No,No,33,Month-to-Month,Credit Card,79.0,2576.8,3,No
3002-WQZWT,Female,25,No,No,29,Month-to-Month,Bank Withdrawal,74.2,1993.25,5,No
4277-UDIEF,Male,51,No,Yes,24,Month-to-Month,Bank Withdrawal,81.0,1923.85,3,No
1208-NBVFH,Male,63,No,Yes,20,Month-to-Month,Bank Withdrawal,49.6,939.8,3,No
4912-PIGUY,Female,44,No,No,1,Month-to-Month,Bank Withdrawal,84.6,84.6,3,No
2725-TTRIQ,Female,45,No,Yes,72,Two Year,Bank Withdrawal,84.2,5986.55,3,No
3374-TTZTK,Male,26,No,Yes,52,Two Year,Bank Withdrawal,106.3,5487.0,3,No
8990-ZXLSU,Female,63,No,No,9,Month-to-Month,Bank Withdrawal,69.05,651.5,3,No
